,0.5,0.8,1.0,1.2,1.5,naive,avg
count,184872.0,184872.0,184872.0,184872.0,184872.0,184296.0,184872.0
mean,710.0521486297656,688.8443242918776,670.1384550493747,663.3556762732052,683.622507261554,674.6749417688774,611.5933459965058
std,669.3847313238531,668.6090764385732,664.8385958857432,678.4758294649273,689.3910950542631,717.7531239786383,615.2285337075218
min,0.0010099999999511,0.0001360000005661,0.0178699999996752,0.0018400000008114,0.0026899999993474,0.0937450000001263,0.0001660000016272
25%,234.6631650000013,223.18832499999962,213.66945950000084,214.36293800000158,225.84882250000013,183.90083499999992,198.0528019999997
50%,523.6670300000005,498.11834999999974,479.33829500000047,475.9126550000001,495.603075,445.97010000000046,436.8976049999992
75%,976.7019274999988,935.7988700000001,906.7427274999992,876.4420100000007,909.52488,924.3250400000016,822.7054025000007
max,6858.446980000001,7142.85398,7515.081979999999,7336.667980000002,7482.276980000002,7083.76296,7213.278580000002
