,0.5,0.8,1.0,1.2,1.5,avg,naive,0.5,0.8,1.0,1.2,1.5,avg,naive,0.5,0.8,1.0,1.2,1.5,avg,naive,0.5,0.8,1.0,1.2,1.5,avg,naive,0.5,0.8,1.0,1.2,1.5,avg,naive,0.5,0.8,1.0,1.2,1.5,avg,naive,0.5,0.8,1.0,1.2,1.5,avg,naive,0.5,0.8,1.0,1.2,1.5,avg,naive
,25%,25%,25%,25%,25%,25%,25%,50%,50%,50%,50%,50%,50%,50%,75%,75%,75%,75%,75%,75%,75%,count,count,count,count,count,count,count,max,max,max,max,max,max,max,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,std,std,std,std,std,std,std
hour2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.6275619474316516,1.7571157695565933,1.7497860231891869,1.7327391236481722,1.859056020421932,1.5609830566918426,1.7029134670481685,3.501041152072141,3.69045364051344,3.5974755330782417,3.86303161611436,4.05937144293182,3.417019374141401,3.588968008991801,6.222461446529715,6.473034497589282,6.350296735383589,6.841689128957138,7.305679551103308,6.061961978792761,6.829464307302727,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,51.38354842269267,41.07770332225936,42.81832735477541,47.383880482892,45.17423914287992,40.93755641943154,34.72267979136423,4.550274212919373,4.7187797499300785,4.702257277685914,4.922574405086596,5.3171250848680875,4.4268342817635755,4.893535289398347,0.0017443312211155,0.0004640971741465,0.0007148056110226,0.0005237961351283,0.0016386547281492,2.0535299769777343e-05,0.0566754174143202,4.228746561992821,4.165663520853924,4.306010110484669,4.433212560079635,4.862714540475274,4.074927771144254,4.465645996719103
1,1.6370397472577438,1.589337677276728,1.6382136900232434,1.5382520931757169,1.6488803529038096,1.4115305040747506,1.37791766157893,3.422000610867601,3.443085812669667,3.425486632441366,3.5466567114940304,3.684566196310632,3.1457852543092404,3.609346484761637,5.903115293438233,5.905190996703894,5.920732571515771,6.314618470975935,6.609300088034267,5.579174312455004,6.542104164196585,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,50.80911007091692,37.95413464845612,40.41456961214672,44.654496208577385,41.9726785903196,38.90857685724437,34.632954989709965,4.35552288791868,4.357843022502982,4.371310521548393,4.513175724876969,4.853617957960995,4.067458866356035,4.673653805099383,3.708377308287275e-05,0.0004324621248398,0.0001281564061685,0.0004525192590447,0.0003878864614611,0.0004440714561169,0.0024591796498109,3.945610979234201,3.870439449390171,3.9456337546692004,4.068726012667985,4.488751035919202,3.7478215652468814,4.378638762186577
2,1.6749940320805798,1.579360309543402,1.5745835390622873,1.5080276923172649,1.4936591252674223,1.4050159651623808,1.3254191966957232,3.4395226363348748,3.315174583864882,3.269872920490964,3.364964191637855,3.4177885001933506,3.0464908084592315,3.319384559446469,5.768267164786296,5.6662201335651226,5.788731918171852,6.025280640617759,6.205797676513955,5.343922698078286,6.450797794331835,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,47.89427989386347,38.59431062126877,35.91067697818268,39.92780886248817,37.64057581655252,35.89083193642801,32.68621221154117,4.275764000669213,4.1835921118988,4.188447470211457,4.288405154052168,4.544555898285543,3.8959320611432595,4.433145547921265,0.0009567355490462,0.0020484158065989,0.0004314093248607,0.0001656628517042,0.0019086383109381,0.0014821636321153,0.0010375688887884,3.735546589211747,3.667118625584657,3.6798493677702213,3.7850094409877633,4.206206391881139,3.50466686001056,4.268728442469005
3,1.6745026886744596,1.5493576175921684,1.5325380037987295,1.5158584855695885,1.512463710465052,1.3860234406373149,1.3734093420475348,3.4608540084303083,3.3386694869227345,3.2692006028236533,3.397711118449894,3.436698188668994,3.1045094082561464,2.9615320013627557,5.877924405369056,5.853096617498477,5.792713543991876,6.0788473457120595,6.272208598948394,5.463277427659106,6.267234406679785,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,41.93144512266837,41.2058621218209,32.17270807388879,33.555296384119124,35.38735293148772,31.599750634410924,31.214717356313127,4.286563983773618,4.2317240109771435,4.180754881699163,4.33518081713958,4.550603702332107,3.9393423591652366,4.334861935892128,0.0015644671456488,0.0008576422294236,0.001548782674694,0.0006140601375159,0.0015292751726498,0.0004854151873985,0.0138680893388685,3.6437598015320694,3.6620454763489896,3.6227984559132707,3.7533802284736253,4.167673325794416,3.4637426442133705,4.195037605685893
4,1.6866332307910294,1.564083262559151,1.5172473174937968,1.5644452316147248,1.5699860201398543,1.3994613172792243,1.3865498707550625,3.536703461589831,3.4271401146103115,3.292252506825473,3.4741951884391598,3.5129371713725828,3.178205974371033,3.2047496363482706,5.945993387082399,6.141194456535222,5.775277923756075,6.106232784798353,6.361945523717203,5.588850586048847,5.675826600478677,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,32.620295708800725,41.48482222095044,27.63928949334903,29.881969427413846,32.35121887501383,28.5664521044378,29.19895379211464,4.316740890521335,4.318102738371406,4.178301687366139,4.389840282515504,4.595896613640188,3.9771410178442235,4.388735062801352,0.001344986762762,0.0008522648583634,0.0004442511119928,0.0010191930512851,0.0001208218643732,0.0004077972444066,0.0152867038825878,3.577423024333224,3.678371945422859,3.5821735371866947,3.7343404135013882,4.131059791198344,3.417884450817489,4.221743177581877
5,1.8669966143009433,1.592231532372018,1.6613310119202307,1.5531267199826149,1.5514693368863401,1.511045484542369,1.6486036643501554,3.954977445518741,3.5221529869686194,3.427480235902596,3.259279165059372,3.400791816762831,3.1516034113451545,3.835470928512537,6.652569624749933,6.361299591194448,5.965564916287711,5.814307964710969,6.235041830613012,5.721675767301974,7.604291585807016,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,28.026455729198684,38.558181046196815,23.161876020968176,25.583941932263237,31.41429592477972,23.901509378218,25.7772373618982,4.685961112553611,4.384031704258522,4.219002276628624,4.128293131043921,4.373993344292821,3.9689656299835887,5.110053077670237,0.0011473357606778,0.0029528055262412,0.0005060100189834,0.0010054868992806,0.0015334934306573,0.0004287754555487,0.0039253390497708,3.6357274843524574,3.574820946570126,3.366341816060284,3.4438671490346238,3.786448097462114,3.198760154095842,4.596895838816726
6,2.295605652615473,1.9653675413937015,1.986103979695511,1.9005425726102851,1.9856486320064266,1.8881119600996268,1.821189737537238,4.920157722061525,4.2397417320172455,4.320735146960041,3.916542633813453,4.118494225565174,4.108796710747523,4.366105138243758,8.101102941328202,7.187221082562359,7.0910208450297905,6.52192836495723,6.879863282162544,6.7022983408420025,9.726255336805105,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,29.21014835196137,35.983099029829965,23.991246603557776,22.674004881236325,28.189227801014283,21.2550752994816,25.52204942738369,5.583722597511797,4.980526255964067,4.898335449481559,4.639841468884188,4.853589207620067,4.640713217475796,6.265027704604775,0.0008711899974505,0.0010766077385199,0.0002735178002504,0.0005991112424388,0.0003416133114386,0.0011304900225762,0.0176190087656617,4.07028035145953,3.7630255996693878,3.6009307763068628,3.577109445826327,3.7371242100183575,3.429649027574296,5.524140427646668
7,1.941653997881108,1.6926895003567237,1.861908109313395,1.7295638452124702,1.7860084835186698,1.731250853475862,1.8494027324343612,4.0246109376953845,3.654687117044499,3.782051797070514,3.622423263990944,3.867842746280469,3.515549197225591,4.605520948210516,6.736659699383933,6.237018462678642,6.39730057309609,6.631551720888531,6.909882504104475,5.940159798173729,10.147849004726382,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,7679.0,26.959400442836447,32.863804810372706,24.27679033908668,25.222150460227947,27.6120442899442,22.36881826622384,26.140098717599383,4.7692012562759745,4.5087361580941705,4.6022280821822195,4.664115169791653,4.888407775007544,4.308540410121774,6.420361999699384,0.0018157951910232,0.0031663547770612,0.0004785456676632,0.0009034041635397,0.0002409460672459,0.0005994643513601,0.036830584247992,3.6815748150850314,3.726664495855924,3.614257796640698,3.8852581961148926,4.063046390871371,3.436804206311165,5.706023763392306
